"Reference_Area","Time_Period","Sex","Age_group","Units_of_measurement","Observation_Value"
"MDG_Southern Asia","1996","Male","15-24 year olds","Percent","81.3052298003234"
"MDG_Southern Asia","1995","Male","15-24 year olds","Percent","81.3052298003234"
"MDG_Southern Asia","1995","Female","15-24 year olds","Percent","65.694625948783"
"MDG_Southern Asia","1995","All genders","15-24 year olds","Percent","73.813103050024"
"MDG_Southern Asia","1994","All genders","15-24 year olds","Percent","60.366812781976"
"MDG_Southern Asia","1994","Male","15-24 year olds","Percent","71.4345384968879"
"MDG_Southern Asia","1994","Female","15-24 year olds","Percent","48.6032840635478"
"MDG_Southern Asia","1993","Female","15-24 year olds","Percent","48.6032840635478"
"MDG_Southern Asia","1993","Male","15-24 year olds","Percent","71.4345384968879"
"MDG_Southern Asia","1993","All genders","15-24 year olds","Percent","60.366812781976"
"MDG_Southern Asia","1992","All genders","15-24 year olds","Percent","60.366812781976"
"MDG_Southern Asia","1992","Male","15-24 year olds","Percent","71.4345384968879"
"MDG_Southern Asia","1992","Female","15-24 year olds","Percent","48.6032840635478"
"MDG_Southern Asia","1991","Female","15-24 year olds","Percent","48.6032840635478"
"MDG_Southern Asia","1991","Male","15-24 year olds","Percent","71.4345384968879"
"MDG_Southern Asia","1991","All genders","15-24 year olds","Percent","60.366812781976"
"MDG_Southern Asia","1990","All genders","15-24 year olds","Percent","60.366812781976"
"MDG_Southern Asia","1990","Male","15-24 year olds","Percent","71.4345384968879"
"MDG_Southern Asia","1990","Female","15-24 year olds","Percent","48.6032840635478"
"MDG_Southern Asia","1989","Female","15-24 year olds","Percent","48.6032840635478"
"MDG_Southern Asia","1989","Male","15-24 year olds","Percent","71.4345384968879"
"MDG_Southern Asia","1989","All genders","15-24 year olds","Percent","60.366812781976"
"MDG_Southern Asia","1988","All genders","15-24 year olds","Percent","60.366812781976"
"MDG_Southern Asia","1988","Female","15-24 year olds","Percent","48.6032840635478"
"MDG_Southern Asia","1988","Male","15-24 year olds","Percent","71.4345384968879"
"MDG_Southern Asia","1987","Male","15-24 year olds","Percent","71.4345384968879"
"MDG_Southern Asia","1987","Female","15-24 year olds","Percent","48.6032840635478"
"MDG_Southern Asia","1987","All genders","15-24 year olds","Percent","60.366812781976"
"MDG_Southern Asia","1986","All genders","15-24 year olds","Percent","60.366812781976"
"MDG_Southern Asia","1986","Male","15-24 year olds","Percent","71.4345384968879"
"MDG_Southern Asia","1986","Female","15-24 year olds","Percent","48.6032840635478"
"MDG_Southern Asia","1985","Female","15-24 year olds","Percent","48.6032840635478"
"MDG_Southern Asia","1985","Male","15-24 year olds","Percent","71.4345384968879"
"MDG_Southern Asia","1985","All genders","15-24 year olds","Percent","60.366812781976"
"MDG_Southern Asia excluding India","2014","Male","15-24 year olds","Percent","81.3521757231994"
"MDG_Southern Asia excluding India","2014","All genders","15-24 year olds","Percent","77.9530151586609"
"MDG_Southern Asia excluding India","2014","Female","15-24 year olds","Percent","74.5812006592149"
"MDG_Southern Asia excluding India","2012","Female","15-24 year olds","Percent","74.5812006592149"
"MDG_Southern Asia excluding India","2012","Male","15-24 year olds","Percent","81.3521757231994"
"MDG_Southern Asia excluding India","2012","All genders","15-24 year olds","Percent","77.9530151586609"
"MDG_Southern Asia excluding India","2011","All genders","15-24 year olds","Percent","77.9530151586609"
"MDG_Southern Asia excluding India","2011","Male","15-24 year olds","Percent","81.3521757231994"
"MDG_Southern Asia excluding India","2011","Female","15-24 year olds","Percent","74.5812006592149"
"MDG_Southern Asia excluding India","2010","Female","15-24 year olds","Percent","74.5812006592149"
"MDG_Southern Asia excluding India","2010","All genders","15-24 year olds","Percent","77.9530151586609"
"MDG_Southern Asia excluding India","2010","Male","15-24 year olds","Percent","81.3521757231994"
"MDG_Southern Asia excluding India","2009","Male","15-24 year olds","Percent","81.3521757231994"
"MDG_Southern Asia excluding India","2009","All genders","15-24 year olds","Percent","77.9530151586609"
"MDG_Southern Asia excluding India","2009","Female","15-24 year olds","Percent","74.5812006592149"
"MDG_Southern Asia excluding India","2008","Female","15-24 year olds","Percent","74.5812006592149"
"MDG_Southern Asia excluding India","2008","All genders","15-24 year olds","Percent","77.9530151586609"
"MDG_Southern Asia excluding India","2008","Male","15-24 year olds","Percent","81.3521757231994"
"MDG_Southern Asia excluding India","2007","Male","15-24 year olds","Percent","81.3521757231994"
"MDG_Southern Asia excluding India","2007","All genders","15-24 year olds","Percent","77.9530151586609"
"MDG_Southern Asia excluding India","2007","Female","15-24 year olds","Percent","74.5812006592149"
"MDG_Southern Asia excluding India","2006","Female","15-24 year olds","Percent","74.5812006592149"
"MDG_Southern Asia excluding India","2006","All genders","15-24 year olds","Percent","77.9530151586609"
"MDG_Southern Asia excluding India","2006","Male","15-24 year olds","Percent","81.3521757231994"
"MDG_Southern Asia excluding India","2005","All genders","15-24 year olds","Percent","77.9530151586609"
"MDG_Southern Asia excluding India","2005","Male","15-24 year olds","Percent","81.3521757231994"
"MDG_Southern Asia excluding India","2005","Female","15-24 year olds","Percent","74.5812006592149"
"MDG_Southern Asia excluding India","2004","Female","15-24 year olds","Percent","60.7626969429673"
"MDG_Southern Asia excluding India","2004","Male","15-24 year olds","Percent","74.0651619522878"
"MDG_Southern Asia excluding India","2004","All genders","15-24 year olds","Percent","67.394941204409"
"MDG_Southern Asia excluding India","2003","All genders","15-24 year olds","Percent","67.394941204409"
"MDG_Southern Asia excluding India","2003","Male","15-24 year olds","Percent","74.0651619522878"
"MDG_Southern Asia excluding India","2003","Female","15-24 year olds","Percent","60.7626969429673"
"MDG_Southern Asia excluding India","2002","Male","15-24 year olds","Percent","74.0651619522878"
"MDG_Southern Asia excluding India","2002","Female","15-24 year olds","Percent","60.7626969429673"
"MDG_Southern Asia excluding India","2002","All genders","15-24 year olds","Percent","67.394941204409"
"MDG_Southern Asia excluding India","2001","All genders","15-24 year olds","Percent","67.394941204409"
"MDG_Southern Asia excluding India","2001","Male","15-24 year olds","Percent","74.0651619522878"
"MDG_Southern Asia excluding India","2001","Female","15-24 year olds","Percent","60.7626969429673"
"MDG_Southern Asia excluding India","2000","Female","15-24 year olds","Percent","60.7626969429673"
"MDG_Southern Asia excluding India","2000","Male","15-24 year olds","Percent","74.0651619522878"
"MDG_Southern Asia excluding India","2000","All genders","15-24 year olds","Percent","67.394941204409"
"MDG_Southern Asia excluding India","1999","All genders","15-24 year olds","Percent","67.394941204409"
"MDG_Southern Asia excluding India","1999","Male","15-24 year olds","Percent","74.0651619522878"
"MDG_Southern Asia excluding India","1999","Female","15-24 year olds","Percent","60.7626969429673"
"MDG_Southern Asia excluding India","1998","Female","15-24 year olds","Percent","60.7626969429673"
"MDG_Southern Asia excluding India","1998","Male","15-24 year olds","Percent","74.0651619522878"
"MDG_Southern Asia excluding India","1998","All genders","15-24 year olds","Percent","67.394941204409"
"MDG_Southern Asia excluding India","1997","All genders","15-24 year olds","Percent","67.394941204409"
"MDG_Southern Asia excluding India","1997","Male","15-24 year olds","Percent","74.0651619522878"
"MDG_Southern Asia excluding India","1997","Female","15-24 year olds","Percent","60.7626969429673"
"MDG_Southern Asia excluding India","1996","Female","15-24 year olds","Percent","60.7626969429673"
"MDG_Southern Asia excluding India","1996","Male","15-24 year olds","Percent","74.0651619522878"
"MDG_Southern Asia excluding India","1996","All genders","15-24 year olds","Percent","67.394941204409"
"MDG_Southern Asia excluding India","1995","All genders","15-24 year olds","Percent","67.394941204409"
"MDG_Southern Asia excluding India","1995","Female","15-24 year olds","Percent","60.7626969429673"
"MDG_Southern Asia excluding India","1995","Male","15-24 year olds","Percent","74.0651619522878"
"MDG_Southern Asia excluding India","1994","Female","15-24 year olds","Percent","46.7222458041979"
"MDG_Southern Asia excluding India","1994","All genders","15-24 year olds","Percent","56.4319635181466"
"MDG_Southern Asia excluding India","1994","Male","15-24 year olds","Percent","66.0225985705221"
"MDG_Southern Asia excluding India","1993","Male","15-24 year olds","Percent","66.0225985705221"
"MDG_Southern Asia excluding India","1993","All genders","15-24 year olds","Percent","56.4319635181466"
"MDG_Southern Asia excluding India","1993","Female","15-24 year olds","Percent","46.7222458041979"
"MDG_Southern Asia excluding India","1992","Female","15-24 year olds","Percent","46.7222458041979"
"MDG_Southern Asia excluding India","1992","Male","15-24 year olds","Percent","66.0225985705221"
"MDG_Southern Asia excluding India","1992","All genders","15-24 year olds","Percent","56.4319635181466"
"MDG_Southern Asia excluding India","1991","All genders","15-24 year olds","Percent","56.4319635181466"
"MDG_Southern Asia excluding India","1991","Male","15-24 year olds","Percent","66.0225985705221"
"MDG_Southern Asia excluding India","1991","Female","15-24 year olds","Percent","46.7222458041979"
"MDG_Southern Asia excluding India","1990","Female","15-24 year olds","Percent","46.7222458041979"
"MDG_Southern Asia excluding India","1990","Male","15-24 year olds","Percent","66.0225985705221"
"MDG_Southern Asia excluding India","1990","All genders","15-24 year olds","Percent","56.4319635181466"
"MDG_Southern Asia excluding India","1989","All genders","15-24 year olds","Percent","56.4319635181466"
"MDG_Southern Asia excluding India","1989","Male","15-24 year olds","Percent","66.0225985705221"
"MDG_Southern Asia excluding India","1989","Female","15-24 year olds","Percent","46.7222458041979"
"MDG_Southern Asia excluding India","1988","Female","15-24 year olds","Percent","46.7222458041979"
"MDG_Southern Asia excluding India","1988","Male","15-24 year olds","Percent","66.0225985705221"
"MDG_Southern Asia excluding India","1988","All genders","15-24 year olds","Percent","56.4319635181466"
"MDG_Southern Asia excluding India","1987","All genders","15-24 year olds","Percent","56.4319635181466"
"MDG_Southern Asia excluding India","1987","Female","15-24 year olds","Percent","46.7222458041979"
"MDG_Southern Asia excluding India","1987","Male","15-24 year olds","Percent","66.0225985705221"
"MDG_Southern Asia excluding India","1986","Female","15-24 year olds","Percent","46.7222458041979"
"MDG_Southern Asia excluding India","1986","All genders","15-24 year olds","Percent","56.4319635181466"
"MDG_Southern Asia excluding India","1986","Male","15-24 year olds","Percent","66.0225985705221"
"MDG_Southern Asia excluding India","1985","All genders","15-24 year olds","Percent","56.4319635181466"
"MDG_Southern Asia excluding India","1985","Male","15-24 year olds","Percent","66.0225985705221"
"MDG_Southern Asia excluding India","1985","Female","15-24 year olds","Percent","46.7222458041979"
"MDG_Sub-Saharan Africa","2014","Female","15-24 year olds","Percent","64.1615927470711"
"MDG_Sub-Saharan Africa","2014","All genders","15-24 year olds","Percent","69.6102546652207"
"MDG_Sub-Saharan Africa","2014","Male","15-24 year olds","Percent","75.5166631973761"
"MDG_Sub-Saharan Africa","2012","Male","15-24 year olds","Percent","75.5166631973761"
"MDG_Sub-Saharan Africa","2012","All genders","15-24 year olds","Percent","69.6102546652207"
"MDG_Sub-Saharan Africa","2012","Female","15-24 year olds","Percent","64.1615927470711"
"MDG_Sub-Saharan Africa","2011","All genders","15-24 year olds","Percent","69.6102546652207"
"MDG_Sub-Saharan Africa","2011","Female","15-24 year olds","Percent","64.1615927470711"
"MDG_Sub-Saharan Africa","2011","Male","15-24 year olds","Percent","75.5166631973761"
"MDG_Sub-Saharan Africa","2010","Male","15-24 year olds","Percent","75.5166631973761"
"MDG_Sub-Saharan Africa","2010","Female","15-24 year olds","Percent","64.1615927470711"
"MDG_Sub-Saharan Africa","2010","All genders","15-24 year olds","Percent","69.6102546652207"
"MDG_Sub-Saharan Africa","2009","Female","15-24 year olds","Percent","64.1615927470711"
"MDG_Sub-Saharan Africa","2009","All genders","15-24 year olds","Percent","69.6102546652207"
"MDG_Sub-Saharan Africa","2009","Male","15-24 year olds","Percent","75.5166631973761"
"MDG_Sub-Saharan Africa","2008","Male","15-24 year olds","Percent","75.5166631973761"
"MDG_Sub-Saharan Africa","2008","All genders","15-24 year olds","Percent","69.6102546652207"
"MDG_Sub-Saharan Africa","2008","Female","15-24 year olds","Percent","64.1615927470711"
"MDG_Sub-Saharan Africa","2007","Female","15-24 year olds","Percent","64.1615927470711"
"MDG_Sub-Saharan Africa","2007","All genders","15-24 year olds","Percent","69.6102546652207"
"MDG_Sub-Saharan Africa","2007","Male","15-24 year olds","Percent","75.5166631973761"
"MDG_Sub-Saharan Africa","2006","Male","15-24 year olds","Percent","75.5166631973761"
"MDG_Sub-Saharan Africa","2006","All genders","15-24 year olds","Percent","69.6102546652207"
"MDG_Sub-Saharan Africa","2006","Female","15-24 year olds","Percent","64.1615927470711"
"MDG_Sub-Saharan Africa","2005","All genders","15-24 year olds","Percent","69.6102546652207"
"MDG_Sub-Saharan Africa","2005","Female","15-24 year olds","Percent","64.1615927470711"
"MDG_Sub-Saharan Africa","2005","Male","15-24 year olds","Percent","75.5166631973761"
"MDG_Sub-Saharan Africa","2004","Male","15-24 year olds","Percent","75.8135779833403"
