"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"New Zealand","2003","Not applicable","Not applicable","Percent","6.49667"
"New Zealand","2002","Not applicable","Not applicable","Percent","6.47511"
"New Zealand","2001","Not applicable","Not applicable","Percent","6.63764"
"New Zealand","1999","Not applicable","Not applicable","Percent","6.7061"
"New Zealand","1997","Not applicable","Not applicable","Percent","6.21364"
"New Zealand","1996","Not applicable","Not applicable","Percent","6.4367"
"New Zealand","1995","Not applicable","Not applicable","Percent","5.7857"
"New Zealand","1994","Not applicable","Not applicable","Percent","5.99619"
"New Zealand","1989","Not applicable","Not applicable","Percent","4.83115"
"New Zealand","1988","Not applicable","Not applicable","Percent","4.43217"
"New Zealand","1987","Not applicable","Not applicable","Percent","3.95446"
"New Zealand","1986","Not applicable","Not applicable","Percent","3.46252"
"New Zealand","1985","Not applicable","Not applicable","Percent","3.58238"
"New Zealand","1984","Not applicable","Not applicable","Percent","4.08735"
"New Zealand","1982","Not applicable","Not applicable","Percent","4.58564"
"New Zealand","1981","Not applicable","Not applicable","Percent","4.48397"
"New Zealand","1980","Not applicable","Not applicable","Percent","4.27023"
"New Zealand","1979","Not applicable","Not applicable","Percent","4.50685"
"New Zealand","1978","Not applicable","Not applicable","Percent","4.56912"
"New Zealand","1977","Not applicable","Not applicable","Percent","4.48969"
"New Zealand","1976","Not applicable","Not applicable","Percent","5.49042"
"New Zealand","1975","Not applicable","Not applicable","Percent","5.19734"
"Nicaragua","2010","Not applicable","Not applicable","Percent","4.39413"
"Nicaragua","2003","Not applicable","Not applicable","Percent","2.42201"
"Nicaragua","2002","Not applicable","Not applicable","Percent","2.39101"
"Nicaragua","2000","Not applicable","Not applicable","Percent","3.0016"
"Nicaragua","1999","Not applicable","Not applicable","Percent","2.92365"
"Nicaragua","1998","Not applicable","Not applicable","Percent","2.22585"
"Nicaragua","1992","Not applicable","Not applicable","Percent","2.98497"
"Nicaragua","1987","Not applicable","Not applicable","Percent","5.35175"
"Nicaragua","1984","Not applicable","Not applicable","Percent","5.9789"
"Nicaragua","1982","Not applicable","Not applicable","Percent","3.79268"
"Nicaragua","1980","Not applicable","Not applicable","Percent","3.26241"
"Nicaragua","1979","Not applicable","Not applicable","Percent","2.82278"
"Niger","2012","Not applicable","Not applicable","Percent","4.43567"
"Niger","2011","Not applicable","Not applicable","Percent","4.20542"
"Niger","2010","Not applicable","Not applicable","Percent","3.73339"
"Niger","2009","Not applicable","Not applicable","Percent","4.52603"
"Niger","2008","Not applicable","Not applicable","Percent","3.66293"
"Niger","2007","Not applicable","Not applicable","Percent","4.02097"
"Niger","2006","Not applicable","Not applicable","Percent","3.33406"
"Niger","2003","Not applicable","Not applicable","Percent","2.40162"
"Niger","2002","Not applicable","Not applicable","Percent","3.06366"
"Niger","2001","Not applicable","Not applicable","Percent","2.86725"
"Niger","2000","Not applicable","Not applicable","Percent","3.18947"
"Niger","1999","Not applicable","Not applicable","Percent","3.22863"
"Niger","1996","Not applicable","Not applicable","Percent","2.59498"
"Niger","1995","Not applicable","Not applicable","Percent","2.85215"
"Niger","1994","Not applicable","Not applicable","Percent","2.80862"
"Niger","1993","Not applicable","Not applicable","Percent","2.8389"
"Niger","1992","Not applicable","Not applicable","Percent","3.23893"
"Niger","1991","Not applicable","Not applicable","Percent","3.25806"
"Niger","1990","Not applicable","Not applicable","Percent","2.93707"
"Nigeria","1975","Not applicable","Not applicable","Percent","3.06369"
"Norway","2011","Not applicable","Not applicable","Percent","6.55284"
"Norway","2010","Not applicable","Not applicable","Percent","6.87153"
"Norway","2009","Not applicable","Not applicable","Percent","7.24098"
"Norway","2008","Not applicable","Not applicable","Percent","6.40105"
"Norway","2007","Not applicable","Not applicable","Percent","6.65829"
"Norway","2006","Not applicable","Not applicable","Percent","6.48671"
"Norway","2005","Not applicable","Not applicable","Percent","6.97399"
"Norway","2004","Not applicable","Not applicable","Percent","7.42405"
"Norway","2003","Not applicable","Not applicable","Percent","7.54755"
"Norway","2002","Not applicable","Not applicable","Percent","7.57668"
"Norway","2001","Not applicable","Not applicable","Percent","6.9525"
"Norway","2000","Not applicable","Not applicable","Percent","6.58096"
"Norway","1999","Not applicable","Not applicable","Percent","7.10836"
"Norway","1998","Not applicable","Not applicable","Percent","7.50807"
"Norway","1997","Not applicable","Not applicable","Percent","7.44808"
"Norway","1996","Not applicable","Not applicable","Percent","7.28788"
"Norway","1995","Not applicable","Not applicable","Percent","7.85638"
"Norway","1994","Not applicable","Not applicable","Percent","7.9947"
"Norway","1993","Not applicable","Not applicable","Percent","7.83325"
"Norway","1992","Not applicable","Not applicable","Percent","6.76747"
"Norway","1991","Not applicable","Not applicable","Percent","6.4912"
"Norway","1990","Not applicable","Not applicable","Percent","6.42669"
"Norway","1989","Not applicable","Not applicable","Percent","6.41634"
"Norway","1988","Not applicable","Not applicable","Percent","5.97403"
"Norway","1987","Not applicable","Not applicable","Percent","5.89965"
"Norway","1986","Not applicable","Not applicable","Percent","5.64678"
"Norway","1985","Not applicable","Not applicable","Percent","5.35052"
"Norway","1984","Not applicable","Not applicable","Percent","5.51462"
"Norway","1983","Not applicable","Not applicable","Percent","5.72501"
"Norway","1982","Not applicable","Not applicable","Percent","5.75198"
"Norway","1981","Not applicable","Not applicable","Percent","5.60795"
"Norway","1980","Not applicable","Not applicable","Percent","5.84592"
"Norway","1978","Not applicable","Not applicable","Percent","6.51547"
"Norway","1977","Not applicable","Not applicable","Percent","6.03654"
"Norway","1976","Not applicable","Not applicable","Percent","6.22711"
"Norway","1975","Not applicable","Not applicable","Percent","5.60337"
"Oman","2009","Not applicable","Not applicable","Percent","4.20037"
"Oman","2006","Not applicable","Not applicable","Percent","3.90256"
"Oman","2005","Not applicable","Not applicable","Percent","3.53734"
"Oman","2004","Not applicable","Not applicable","Percent","4.04307"
"Oman","2003","Not applicable","Not applicable","Percent","3.91353"
"Oman","2002","Not applicable","Not applicable","Percent","4.34521"
"Oman","2001","Not applicable","Not applicable","Percent","3.9201"
"Oman","2000","Not applicable","Not applicable","Percent","3.14218"
"Oman","1999","Not applicable","Not applicable","Percent","4.00595"
"Oman","1998","Not applicable","Not applicable","Percent","4.11234"
"Oman","1997","Not applicable","Not applicable","Percent","3.3568"
"Oman","1996","Not applicable","Not applicable","Percent","3.18452"
"Oman","1995","Not applicable","Not applicable","Percent","3.41326"
"Oman","1994","Not applicable","Not applicable","Percent","3.44449"
"Oman","1993","Not applicable","Not applicable","Percent","3.50822"
"Oman","1992","Not applicable","Not applicable","Percent","3.12258"
"Oman","1991","Not applicable","Not applicable","Percent","2.98794"
"Oman","1990","Not applicable","Not applicable","Percent","2.83892"
"Oman","1989","Not applicable","Not applicable","Percent","2.97824"
"Oman","1988","Not applicable","Not applicable","Percent","3.38989"
"Oman","1987","Not applicable","Not applicable","Percent","3.65626"
"Oman","1986","Not applicable","Not applicable","Percent","3.79283"
"Pakistan","2013","Not applicable","Not applicable","Percent","2.48793"
"Pakistan","2012","Not applicable","Not applicable","Percent","2.1353"
"Pakistan","2011","Not applicable","Not applicable","Percent","2.22175"
"Pakistan","2010","Not applicable","Not applicable","Percent","2.28687"
"Pakistan","2009","Not applicable","Not applicable","Percent","2.59078"
"Pakistan","2008","Not applicable","Not applicable","Percent","2.74623"
"Pakistan","2007","Not applicable","Not applicable","Percent","2.63527"
"Pakistan","2006","Not applicable","Not applicable","Percent","2.62638"
"Pakistan","2005","Not applicable","Not applicable","Percent","2.25436"
"Pakistan","2004","Not applicable","Not applicable","Percent","1.94841"
"Pakistan","2000","Not applicable","Not applicable","Percent","1.83782"
"Pakistan","1999","Not applicable","Not applicable","Percent","2.61149"
"Pakistan","1997","Not applicable","Not applicable","Percent","3.0223"
"Pakistan","1996","Not applicable","Not applicable","Percent","2.81057"
"Pakistan","1995","Not applicable","Not applicable","Percent","2.81679"
"Pakistan","1994","Not applicable","Not applicable","Percent","2.606"
"Pakistan","1993","Not applicable","Not applicable","Percent","2.39868"
"Pakistan","1992","Not applicable","Not applicable","Percent","2.5594"
"Pakistan","1991","Not applicable","Not applicable","Percent","2.56676"
"Pakistan","1990","Not applicable","Not applicable","Percent","2.51681"
"Pakistan","1989","Not applicable","Not applicable","Percent","2.36382"
"Pakistan","1987","Not applicable","Not applicable","Percent","2.97746"
"Pakistan","1986","Not applicable","Not applicable","Percent","2.67813"
"Pakistan","1985","Not applicable","Not applicable","Percent","2.43543"
"Pakistan","1984","Not applicable","Not applicable","Percent","2.06985"
"Pakistan","1983","Not applicable","Not applicable","Percent","1.99577"
"Pakistan","1982","Not applicable","Not applicable","Percent","2.01367"
"Pakistan","1981","Not applicable","Not applicable","Percent","1.96952"
"Pakistan","1980","Not applicable","Not applicable","Percent","2.12883"
"Pakistan","1979","Not applicable","Not applicable","Percent","2.19701"
"Pakistan","1978","Not applicable","Not applicable","Percent","2.20418"
"Pakistan","1977","Not applicable","Not applicable","Percent","2.12237"
"Pakistan","1976","Not applicable","Not applicable","Percent","2.21635"
"Pakistan","1975","Not applicable","Not applicable","Percent","2.00856"
"Palau","2002","Not applicable","Not applicable","Percent","7.2769"
"Palau","2001","Not applicable","Not applicable","Percent","7.23992"
"Palau","2000","Not applicable","Not applicable","Percent","7.33793"
"Panama","2011","Not applicable","Not applicable","Percent","3.29343"
"Panama","2008","Not applicable","Not applicable","Percent","3.54055"
"Panama","2004","Not applicable","Not applicable","Percent","3.78917"
"Panama","2003","Not applicable","Not applicable","Percent","4.41392"
"Panama","2002","Not applicable","Not applicable","Percent","4.43821"
"Panama","2001","Not applicable","Not applicable","Percent","4.34738"
"Panama","2000","Not applicable","Not applicable","Percent","5.03969"
"Panama","1999","Not applicable","Not applicable","Percent","4.83591"
"Panama","1997","Not applicable","Not applicable","Percent","4.07345"
"Panama","1996","Not applicable","Not applicable","Percent","4.33518"
"Panama","1995","Not applicable","Not applicable","Percent","4.78056"
"Panama","1994","Not applicable","Not applicable","Percent","4.20261"
"Panama","1987","Not applicable","Not applicable","Percent","4.6865"
"Panama","1986","Not applicable","Not applicable","Percent","4.05148"
"Panama","1985","Not applicable","Not applicable","Percent","4.26429"
"Panama","1984","Not applicable","Not applicable","Percent","4.20038"
"Panama","1983","Not applicable","Not applicable","Percent","4.2999"
"Panama","1982","Not applicable","Not applicable","Percent","4.13961"
"Panama","1981","Not applicable","Not applicable","Percent","4.1557"
"Panama","1980","Not applicable","Not applicable","Percent","4.28153"
"Panama","1979","Not applicable","Not applicable","Percent","4.78663"
"Panama","1978","Not applicable","Not applicable","Percent","4.75022"
"Panama","1977","Not applicable","Not applicable","Percent","5.64282"
"Panama","1976","Not applicable","Not applicable","Percent","5.69683"
"Panama","1975","Not applicable","Not applicable","Percent","5.48433"
"Papua New Guinea","1977","Not applicable","Not applicable","Percent","7.38971"
